,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,date
648,15dnkAHcHC0vrIUlbiPiqU,0.0058,0.475,190120,0.657,8.81e-06,2,0.181,-7.381,1,0.0708,132.071,4,0.0707,2017-06-23
649,5knrAEjUMh6T2kDCN7YD2b,0.392,0.833,203586,0.748,0.000758,8,0.0809,-5.496,0,0.034,121.999,4,0.888,2017-06-23
650,7abpmGpF7PGep2rDU68GBR,0.0159,0.839,241875,0.645,0.0228,9,0.0569,-6.084,0,0.081,98.972,4,0.64,2017-06-23
651,7vAXN57IQ0sj049wZGIboE,0.0117,0.33,231720,0.719,0.000297,3,0.0958,-6.557,1,0.0588,93.798,4,0.0886,2017-06-23
652,4vv1KjUzPwrtDbozizSfQc,0.015,0.652,229147,0.827,0.0,7,0.432,-3.98,0,0.0445,100.011,4,0.659,2017-06-23
653,54h8xHewdRPnYzmbEHBhOO,0.00994,0.512,262600,0.685,0.0219,7,0.38,-7.475,1,0.0838,177.031,3,0.163,2017-06-23
654,5EnYT6F7wEcdege6mDHEfO,0.0864,0.801,234373,0.727,0.00406,0,0.112,-4.687,1,0.0606,107.371,4,0.218,2017-06-25
655,6A569zyv8nT8xyFYYGqC6C,0.485,0.68,224000,0.449,0.0,3,0.129,-6.983,1,0.0324,94.842,4,0.145,2017-06-26
656,3PEgB3fkiojxms35ntsTgs,0.034,0.644,203000,0.743,0.0,5,0.257,-5.002,0,0.0355,123.074,4,0.544,2017-06-26
657,7iDxZ5Cd0Yg08d4fI5WVtG,0.169,0.713,228267,0.889,5.8e-05,0,0.169,-3.87,1,0.0376,101.977,4,0.96,2017-06-30
658,6Na5uKk5SsqZimk0hAWo8y,0.0853,0.79,234373,0.734,0.00409,0,0.112,-4.66,1,0.0524,107.369,4,0.223,2017-06-30
659,2rb5MvYT7ZIxbKW5hfcHx8,0.0148,0.543,189440,0.677,6.21e-06,11,0.13,-4.915,0,0.0993,103.809,4,0.294,2017-06-30
660,5UJshy5HDHdNEVqlJwzsQB,0.108,0.747,228300,0.701,0.0,2,0.0712,-4.902,1,0.0429,100.012,4,0.589,2017-06-30
661,4xlrALxuaCf9yZBHJeTSG6,0.113,0.741,184134,0.79,0.0,11,0.0542,-4.086,0,0.0469,104.043,4,0.528,2017-06-30
662,0lMbuWUpfTWhEmOKxppEau,0.446,0.753,272653,0.76,3.13e-05,6,0.182,-4.518,0,0.0859,91.953,4,0.657,2017-06-30
663,6De0lHrwBfPfrhorm9q1Xl,0.0231,0.744,205715,0.804,0.0,1,0.0494,-6.327,1,0.0677,104.823,4,0.426,2017-07-03
664,4q8PHoRsPUB52LFylX8Ulz,0.0323,0.645,203000,0.741,0.0,5,0.29,-4.989,0,0.0339,123.07,4,0.534,2017-07-04
665,79NlESqzFSW0hdBWgls4FX,0.48,0.565,230269,0.381,0.0,10,0.109,-7.204,1,0.0302,73.483,4,0.325,2017-07-06
666,2x67AU9q3lf7cfPSzxCDsL,0.802,0.565,157600,0.586,0.0,7,0.254,-7.16,1,0.0306,95.986,4,0.677,2017-07-07
667,72p0NT5slW7y2YmOyB8fzH,0.0626,0.877,177692,0.605,0.0,6,0.104,-6.038,0,0.0872,130.093,4,0.936,2017-07-07
668,1CKd1PnqfYx0H12V9MSaIY,0.0215,0.716,204583,0.917,7.91e-06,1,0.0515,-3.674,1,0.0527,107.969,4,0.501,2017-07-07
669,6zgtb7ZZMwljosb3TLoPdI,0.1,0.592,155893,0.933,0.0,1,0.405,-5.024,0,0.218,98.903,4,0.384,2017-07-07
670,41giJO7qvEwRzG2SV4FMOt,0.443,0.604,160600,0.836,0.0,2,0.194,-5.94,0,0.11,159.806,4,0.732,2017-07-07
671,3A1LphuJ5lQD6NjPtxtYFh,0.535,0.688,163120,0.744,0.0,0,0.376,-5.739,1,0.0351,108.059,4,0.751,2017-07-07
672,2RL74ODWD3YGcHIhNeJvNN,0.355,0.357,144493,0.743,0.0,1,0.375,-5.833,1,0.0977,187.805,4,0.353,2017-07-07
673,3X5zRkzlpTiajlkI9QXQUz,0.595,0.403,171307,0.871,8.69e-06,4,0.352,-5.643,1,0.125,175.053,4,0.775,2017-07-07
674,4LEYwetkPaBeTXFdw9TG0h,0.33,0.722,219000,0.806,0.0,8,0.161,-4.498,1,0.0445,100.065,4,0.417,2017-07-07
675,3sumxZ7PZz77L4QLtbht6V,0.261,0.614,168133,0.777,0.0,5,0.53,-5.566,1,0.123,131.565,4,0.698,2017-07-07
676,2TihKW8ShdEEhKN3PSDEIq,0.471,0.595,168200,0.887,0.0,6,0.729,-5.841,1,0.0908,171.79,4,0.653,2017-07-08
677,2ekn2ttSfGqwhhate0LSR0,0.00261,0.762,209320,0.7,1.56e-05,9,0.153,-6.021,0,0.0694,116.073,4,0.608,2017-07-09
678,3hjGB7hru53bL066kPSCro,0.265,0.661,170360,0.727,0.0,9,0.609,-5.721,1,0.0319,106.214,4,0.512,2017-07-10
679,5Qkc85rI8lcfiv08vO82El,0.224,0.584,166080,0.83,0.0,9,0.388,-5.607,0,0.187,174.116,4,0.519,2017-07-10
680,3mvE3LbkskNnoK5p38Rvlv,0.851,0.395,191533,0.491,0.0,11,0.334,-5.963,1,0.0326,76.375,4,0.49,2017-07-10
681,25C5CowdsfXld2jJanbiex,0.0252,0.701,203760,0.638,0.0,11,0.256,-6.889,0,0.238,144.084,4,0.868,2017-07-11
682,5JDdzBawkk5UayooiFl5lM,0.22,0.523,162480,0.856,0.0,0,0.206,-5.624,1,0.245,99.936,4,0.489,2017-07-11
683,0XLOf9LhyazPX9Ld8jPiUq,0.0204,0.708,186113,0.61,4.45e-06,2,0.0641,-4.522,1,0.0574,123.038,4,0.305,2017-07-13
684,2Ny6TS3vPVwx5PlJXXkLUW,0.118,0.353,264038,0.592,2.55e-06,9,0.102,-7.3,1,0.0404,175.923,4,0.174,2017-07-13
685,35dgKHT2TLjpXAIFUPlGv2,0.0148,0.763,260672,0.573,9.93e-06,1,0.189,-8.652,1,0.148,134.974,4,0.139,2017-07-13
686,6ALXhCtReKYxst5J0hWE2z,0.031,0.778,175270,0.714,1.66e-06,8,0.0554,-4.332,1,0.101,145.843,4,0.681,2017-07-14
687,7wsm2QsZansrVnWmDsWs1w,0.2,0.786,149534,0.918,0.0,11,0.159,-2.374,0,0.0908,140.048,4,0.874,2017-07-14
688,5wIeuNURiubue1VTcglU57,0.0438,0.743,196360,0.765,0.0416,5,0.667,-3.586,0,0.0389,114.991,4,0.338,2017-07-14
689,6uJwPeBGb3swi85TSr9iIz,0.0164,0.626,276907,0.822,0.000296,6,0.139,-5.501,1,0.0434,97.003,4,0.374,2017-07-14
690,4GEQd6D1NeNjpf0pbOgJSO,0.105,0.742,181615,0.791,0.0,11,0.0533,-4.277,0,0.0479,104.059,4,0.534,2017-07-16
691,60a0Rd6pjrkxjPbaKzXjfq,0.0103,0.542,216933,0.853,0.0,3,0.108,-6.407,0,0.0498,105.256,4,0.37,2017-07-20
692,2nLtzopw4rPReszdYBJU6h,0.0046,0.496,185587,0.863,0.0,9,0.639,-4.153,1,0.0381,110.018,4,0.243,2017-07-20
693,4kfm1uI9QGaoN9qm6CkAMn,0.0141,0.623,205613,0.93,1.64e-06,5,0.138,-5.285,1,0.0324,120.119,4,0.287,2017-07-20
694,3xXBsjrbG1xQIm1xv1cKOt,0.904,0.593,255067,0.2,0.0,8,0.0897,-11.063,1,0.0311,83.966,4,0.17,2017-07-20
695,5sNESr6pQfIhL3krM8CtZn,0.0603,0.687,205733,0.793,0.0,2,0.582,-4.254,1,0.166,107.045,4,0.751,2017-07-20
696,650OeHTLxZAQmb4aEbGmaA,0.106,0.697,211413,0.84,0.0,9,0.748,-4.602,0,0.054,128.034,4,0.452,2017-07-20
697,3BbnFRvRRlw3JN56J5ZpUj,0.554,0.347,295569,0.401,0.0901,7,0.197,-9.13,1,0.0376,143.896,4,0.239,2017-07-21
698,7F9vK8hNFMml4GtHsaXui6,0.207,0.683,190428,0.53,0.0,5,0.394,-4.918,0,0.142,75.016,4,0.645,2017-07-21
699,0CYDYDMUwyFYEBMWfbxozX,0.034,0.502,180902,0.549,0.00335,8,0.31,-9.552,0,0.057,124.72,3,0.32,2017-07-21
700,0mt02gJ425Xjm7c3jYkOBn,0.604,0.504,264066,0.655,0.00193,0,0.364,-8.644,0,0.0542,99.982,4,0.262,2017-07-21
701,0T8qHE4gQPf8g9KjvjNmDq,0.0162,0.746,260672,0.576,1.13e-05,1,0.19,-8.64,1,0.153,134.944,4,0.124,2017-07-21
702,17J2BpdU8WURN4dVk3D3Tw,0.46,0.669,164710,0.47,0.00179,6,0.0946,-8.686,0,0.043,114.996,4,0.288,2017-07-21
703,1yFiaFeSLpw4nDYTeErRZ6,0.209,0.509,209307,0.629,1.99e-06,0,0.369,-6.434,1,0.0335,80.012,4,0.237,2017-07-21
704,57BrRMwf9LrcmuOsyGilwr,0.0466,0.58,208960,0.702,3.2e-06,4,0.536,-5.565,1,0.0337,105.076,4,0.299,2017-07-21
705,3agtg0x11wPvLIWkYR39nZ,0.00038,0.451,213933,0.951,2.39e-06,1,0.261,-3.754,1,0.0645,162.065,4,0.442,2017-07-21
706,4Yf5bqU3NK4kNOypcrLYwU,0.111,0.554,162600,0.978,0.0,4,0.0731,-3.554,1,0.131,135.095,4,0.594,2017-07-21
707,7oVEtyuv9NBmnytsCIsY5I,0.0143,0.585,230253,0.972,0.0,9,0.0707,-4.45,0,0.0534,110.006,4,0.585,2017-07-21
708,1sWiWerHnR6J4LNdFxdywM,0.51,0.352,272743,0.378,0.00256,10,0.111,-10.909,1,0.0344,132.678,5,0.258,2017-07-21
709,3K4HG9evC7dg3N0R9cYqk4,0.0014,0.492,157333,0.969,1.32e-06,9,0.0787,-4.419,1,0.0491,95.136,4,0.538,2017-07-21
710,269xqcgGTN9PlivhUkOLhX,0.0553,0.54,238719,0.674,0.0608,2,0.112,-6.351,1,0.0802,89.933,4,0.309,2017-07-21
711,03hqMhmCZiNKMSPmVabPLP,0.113,0.359,264038,0.6,1.32e-06,9,0.0952,-7.317,1,0.0398,175.894,4,0.195,2017-07-21
712,3qmvK8QARSPkFTuKeIXSbs,0.0747,0.542,164760,0.932,0.0,4,0.613,-4.896,1,0.05,140.135,4,0.698,2017-07-21
713,1Vej0qeQ3ioKwpI6FUbRv1,0.00022,0.524,184867,0.939,0.0,9,0.623,-3.994,1,0.113,150.184,4,0.661,2017-07-21
714,6waLZw9qNP36DtHFPeyTz6,0.838,0.803,244142,0.328,0.0,0,0.572,-13.111,1,0.202,133.956,4,0.288,2017-07-21
715,6n8TMVyFKoUmDc4apxceRD,0.108,0.579,196907,0.849,0.0,4,0.0909,-5.218,0,0.0303,100.021,4,0.581,2017-07-21
716,12PQ6KbFqC7xCsqDV8bmpb,0.199,0.545,258398,0.659,1.98e-05,7,0.0656,-7.375,1,0.091,129.818,4,0.458,2017-07-21
717,3O7p9Itz8PXUoAjD2vmuM6,0.834,0.509,253532,0.43,0.000854,5,0.0927,-8.387,1,0.0325,122.919,4,0.128,2017-07-21
718,3kEoNRT0dfLik1bbHA2QS7,0.412,0.494,276437,0.703,0.226,9,0.122,-6.638,1,0.0649,87.963,4,0.212,2017-07-21
719,3dJj6o9o1fRgrojWjailuz,0.0107,0.645,225547,0.688,0.0,11,0.186,-4.749,1,0.0341,139.957,4,0.433,2017-07-21
720,0dssTLrqY79Klk6jx2RXCj,0.097,0.616,275617,0.605,0.00812,7,0.165,-7.234,1,0.0343,116.031,4,0.185,2017-07-21
721,2EBJnP9vf54QE95910Lvrw,0.798,0.321,307540,0.413,0.000254,0,0.109,-9.7,1,0.038,116.336,3,0.159,2017-07-21
722,60IkVf7UfQXmt5CwkpcX8a,0.042,0.466,173933,0.965,0.0,1,0.101,-2.597,0,0.0904,95.028,3,0.453,2017-07-21
723,049vXERjilfrN8WoXG8zPt,0.537,0.416,355184,0.411,0.0109,11,0.11,-8.653,0,0.0357,119.36,4,0.0957,2017-07-21
724,6OocN63GLU7NF0wHdewhID,0.0455,0.47,214347,0.74,0.0,11,0.091,-6.093,1,0.07,84.841,4,0.562,2017-07-21
725,4mq14Qa6OehdiyZFtHcdCH,0.556,0.415,295569,0.402,0.0677,7,0.198,-9.063,1,0.0354,144.033,4,0.237,2017-07-23
726,4L7Y2OAPiY2I2GndZjAs5K,0.572,0.456,264066,0.672,0.00156,0,0.364,-8.62,0,0.069,99.998,4,0.271,2017-07-23
727,6eGMMPRVYzpssGgednRvzU,0.0457,0.355,180902,0.541,0.00516,8,0.316,-9.667,0,0.0608,123.524,3,0.337,2017-07-23
728,4xyNG8vZR3g8FnphVkbjRo,0.492,0.325,272743,0.377,0.00314,10,0.111,-10.911,1,0.0345,98.87,4,0.278,2017-07-23
729,2Pn76oik9rWyoBShTSNY9Q,0.428,0.652,164710,0.462,0.00226,6,0.107,-8.683,0,0.0487,114.932,4,0.265,2017-07-23
730,3tWa5qmAJ2OsHV6KxNZBxc,0.111,0.347,264038,0.594,1.91e-06,9,0.11,-7.33,1,0.0423,175.944,4,0.163,2017-07-23
731,7hNFi83UsOQlRfZWG3P5OG,0.505,0.689,155655,0.713,0.0,11,0.0846,-4.34,0,0.0398,155.04,4,0.922,2017-07-25
732,5QqyRUZeBE04yJxsD1OC0I,0.0155,0.76,260672,0.574,2.02e-05,1,0.199,-8.57,1,0.126,134.981,4,0.137,2017-07-26
733,0Chw8wzV8Fyjv8ahoCIr7u,0.0254,0.71,160256,0.609,0.0,0,0.624,-7.012,1,0.178,127.867,4,0.501,2017-07-26
734,7vxMtIwEn1bUKTqPKEMzJJ,0.0307,0.776,175270,0.711,0.0,8,0.0555,-4.28,1,0.106,145.973,4,0.682,2017-07-28
735,2JnvMToHG03X15PR6Z9DeA,0.0334,0.584,191000,0.635,0.0,0,0.399,-7.432,1,0.0454,119.904,4,0.517,2017-07-28
736,1URLs1xoKl8RioSvbfZ6aL,0.0944,0.797,240575,0.825,6.91e-06,10,0.38,-4.704,1,0.157,124.939,4,0.21,2017-07-28
737,6EbWh7j1nLYNd2Gqlqvrc3,0.0326,0.704,160693,0.737,0.0,0,0.618,-3.538,1,0.184,127.469,4,0.529,2017-07-28
738,7yYOMPwpV5CsK0cxoAZT6B,0.354,0.674,169351,0.789,0.0,7,0.115,-4.63,1,0.287,163.896,4,0.874,2017-07-28
739,1C13CY3BoB8imJBjV9E3jT,0.0116,0.965,169665,0.796,0.000518,9,0.0568,-1.151,0,0.0666,133.095,4,0.923,2017-07-28
740,6CS7Z9x8DrfR5NPiLUFXMY,0.0265,0.907,173584,0.631,0.000624,1,0.137,-3.1,0,0.0551,130.169,4,0.63,2017-07-29
741,0ofbQMrRDsUaVKq2mGLEAb,0.186,0.768,216897,0.517,3.8e-05,7,0.104,-4.323,0,0.0312,104.992,4,0.418,2017-08-03
742,4xBjsLUSjcx2h7PcRikpQp,0.0295,0.655,228893,0.576,0.115,5,0.132,-6.735,0,0.0536,139.953,4,0.167,2017-08-03
743,6LnGwyHtgWPiogv6tB9TqI,0.233,0.691,167387,0.786,0.0,6,0.0606,-4.413,0,0.148,176.081,4,0.674,2017-08-04
744,6SyanVgX0iSgJsBi09lzgE,0.144,0.741,220708,0.867,0.0,10,0.132,-5.643,1,0.0543,154.067,4,0.875,2017-08-04
745,3SdYnX1212sx5X0N4Lj3Vb,0.214,0.923,170709,0.488,0.0,0,0.165,-2.817,1,0.179,129.944,4,0.585,2017-08-04
746,0ihMkv4Usn03EEEF8Rlw22,0.389,0.708,163450,0.936,0.0,5,0.883,-1.734,0,0.0953,126.001,4,0.71,2017-08-04
747,7iB72vyGDEcc232lctJdgL,0.156,0.6,198377,0.49,3.19e-06,2,0.116,-7.012,1,0.0268,111.826,4,0.591,2017-08-04
748,3HVr6jTVwBHBa2flM0eURR,0.0323,0.731,220454,0.794,2.59e-05,0,0.112,-5.126,0,0.0522,139.994,4,0.356,2017-08-04
749,3KSj0znpvfGKrBzEoE8gcL,0.0141,0.679,258167,0.745,0.015,7,0.325,-6.136,0,0.0313,136.999,4,0.767,2017-08-04
750,3zDNvfOirISKzV3I6tSRN1,0.505,0.689,155655,0.713,0.0,11,0.0846,-4.34,0,0.0398,155.04,4,0.922,2017-08-08
751,2wBr59j9see3tGF9Haxbo3,0.0992,0.743,178733,0.905,0.00226,6,0.078,-3.671,0,0.0734,98.01,4,0.561,2017-08-08
752,65RwAcaZdljQP95amVlFu7,0.119,0.717,170649,0.918,0.0,0,0.0751,-2.638,1,0.0482,153.983,4,0.962,2017-08-08
753,6QgjcU0zLnzq5OrUoSZ3OK,0.0417,0.801,163253,0.795,0.000113,1,0.0717,-5.115,0,0.0504,79.028,4,0.754,2017-08-08
754,1eFlkymohjGtRnnYGabg8s,0.96,0.641,236970,0.314,3.61e-05,10,0.0991,-13.932,0,0.032,132.983,3,0.335,2017-08-10
755,29gzL5AuR0UB4CRfk9iCt3,0.731,0.454,243977,0.455,0.00409,2,0.0738,-13.277,0,0.0703,106.403,4,0.539,2017-08-10
756,09KlDlkOYuC5x6hOaM7vaP,0.00339,0.738,189440,0.525,0.0,1,0.351,-6.298,0,0.0371,124.008,4,0.13,2017-08-10
757,4ratJIH2nOMtOWJ1RePniD,0.79,0.701,198999,0.465,0.00314,8,0.29,-12.698,1,0.0652,143.993,4,0.642,2017-08-10
758,2VpihVmPPj750E4EVyAYrs,0.966,0.481,233033,0.288,0.0131,6,0.0784,-16.422,0,0.0343,203.887,4,0.869,2017-08-10
759,3KYlOzxN5xO7eEauO1VF06,0.493,0.361,250453,0.596,0.000138,6,0.162,-8.152,0,0.0375,84.847,3,0.574,2017-08-10
760,2GplG03rw0CN2EMLzPJZAl,0.67,0.67,196987,0.822,0.00115,9,0.132,-6.687,0,0.057,145.56,4,0.833,2017-08-10
761,18fTEyZ41dkbaZLFkWi1UK,0.29,0.579,256573,0.832,0.00263,0,0.388,-5.905,0,0.0338,81.89,4,0.736,2017-08-10
762,7HmG9JYyzi7AmTvbdexqkS,0.22,0.769,234200,0.887,1.38e-05,7,0.235,-4.631,1,0.0566,104.027,4,0.749,2017-08-10
763,6WbADFqMvR8N5u0BvtsWQE,0.00179,0.652,181673,0.855,0.0,2,0.0404,-4.832,1,0.0441,134.009,4,0.279,2017-08-11
764,31MkGwj0SWgZaTvEt5Hgxv,0.0254,0.386,271520,0.594,3.03e-06,1,0.0873,-6.186,1,0.0565,113.843,4,0.187,2017-08-11
765,1kJtfldK9F7XmsSiSNlbth,0.0438,0.743,196360,0.765,0.0416,5,0.667,-3.586,0,0.0389,114.991,4,0.338,2017-08-11
766,0jdny0dhgjUwoIp5GkqEaA,0.491,0.576,230267,0.39,0.0,10,0.111,-7.202,1,0.0297,73.433,4,0.319,2017-08-11
767,6PEdCE0cepdEqbUmAiyFUN,0.293,0.435,162147,0.916,0.0,0,0.767,-3.489,1,0.117,167.948,4,0.554,2017-08-12
768,5JZlDZzWPbrYwMHmnOQO3U,0.316,0.657,170517,0.925,0.0,10,0.606,-2.252,0,0.189,93.941,4,0.904,2017-08-13
769,1PjWD4LhKbWW908dkGy9dT,0.862,0.63,280485,0.783,0.0,11,0.915,-5.425,1,0.0429,102.979,4,0.488,2017-08-13
770,1BuSbqff6EcL8gkdkjaB63,0.229,0.506,305845,0.872,0.0,7,0.183,-6.827,0,0.3,114.982,4,0.597,2017-08-14
771,2P5Hd3ghYMY5PT9yR73gR3,0.327,0.461,215129,0.871,0.0,2,0.83,-5.714,1,0.0799,159.777,4,0.816,2017-08-14
772,2UMMy3ZyQmw5fqnmeaVki8,0.526,0.627,213371,0.604,0.0,8,0.308,-5.997,1,0.06,177.75,4,0.664,2017-08-16
773,7iNIg7XDEaYECfWD5dJ9Va,0.00402,0.743,189467,0.733,0.0,8,0.304,-5.337,1,0.0375,104.977,4,0.622,2017-08-17
774,7nZmah2llfvLDiUjm0kiyz,0.00459,0.744,189467,0.739,0.0,8,0.306,-5.35,1,0.0387,104.99,4,0.649,2017-08-18
775,0B48113ZG9UfkWWt7qD9xX,0.00124,0.551,248782,0.869,3.03e-05,9,0.164,-5.043,1,0.0606,121.91,4,0.297,2017-08-18
776,3zoYkqS4y2BsGVShPL2nTE,0.154,0.527,188797,0.907,0.0,4,0.0993,-3.09,0,0.11,93.813,4,0.664,2017-08-18
777,4Ju3eLAfkGE41pVuMbzoWz,0.125,0.549,214623,0.944,0.0,8,0.36,-2.706,1,0.0892,119.999,4,0.541,2017-08-18
778,7vGuf3Y35N4wmASOKLUVVU,0.256,0.52,180823,0.761,4.96e-06,4,0.17,-3.093,1,0.0853,141.971,4,0.286,2017-08-18
779,1XCKlzIqaehohdUTihetGN,0.773,0.611,156921,0.849,0.0,9,0.982,-6.652,1,0.0415,80.067,4,0.907,2017-08-18
780,4jMHEckO9hjPFHobn4lifZ,0.125,0.529,186160,0.964,0.0,1,0.911,-3.444,1,0.0844,180.079,4,0.771,2017-08-19
781,5zSiXA70xM4kuSt6qim6jl,0.505,0.689,155655,0.713,0.0,11,0.0846,-4.34,0,0.0398,155.04,4,0.922,2017-08-21
782,4kkQGhScJDzNIIGavQE9SN,0.119,0.717,170649,0.918,0.0,0,0.0751,-2.638,1,0.0482,153.983,4,0.962,2017-08-21
783,6TtEsPJua1fXgiaYSjo4JD,0.841,0.725,209981,0.408,0.0,1,0.0736,-8.576,0,0.0619,92.07,4,0.937,2017-08-21
784,65MOTX6uSFAnqXl7dlAuId,0.0258,0.419,236987,0.585,0.0,6,0.143,-5.435,1,0.0741,72.635,4,0.256,2017-08-24
785,2VjtYe7gpfUi2OkGxR2O2z,0.21,0.767,211859,0.671,1.12e-05,9,0.129,-6.416,0,0.142,128.072,4,0.474,2017-08-25
786,0m2orA1i5lLZUOt9XLwSd0,0.362,0.592,217107,0.681,0.0,0,0.142,-5.597,1,0.141,147.016,4,0.491,2017-08-25
787,16FcjJG7qeajF19TmB8Dqm,0.00339,0.738,189440,0.525,0.0,1,0.351,-6.298,0,0.0371,124.008,4,0.13,2017-08-25
788,5lLKJdDPy7qbsta6d88lKE,0.96,0.641,236970,0.314,3.61e-05,10,0.0991,-13.932,0,0.032,132.983,3,0.335,2017-08-25
789,20H2Hd5AkUcRjB4yL3UQtJ,0.0162,0.53,165200,0.512,7.04e-05,8,0.128,-7.094,1,0.133,196.121,4,0.401,2017-08-25
790,0zsAfJQ1ZEhEjvBlYl9wMk,0.0568,0.777,197787,0.572,0.0,1,0.114,-4.663,1,0.0408,100.0,4,0.326,2017-08-25
791,12SCPvDuy54Tl8H2jSELxF,0.497,0.585,193067,0.633,0.0,9,0.145,-4.944,1,0.1,101.707,4,0.378,2017-08-25
792,48rcF4CgseJHkUEfqfj3pb,0.163,0.785,174507,0.701,0.0,7,0.0835,-4.587,1,0.0935,100.947,4,0.601,2017-08-25
793,7JrgabR0vmTyxZ3I7QJ1Gq,0.049,0.569,205307,0.452,0.0,4,0.142,-6.392,0,0.0703,125.083,5,0.222,2017-08-25
794,3m4XbBaYnLPY6GPFSNN4s0,0.137,0.721,206520,0.746,0.0,4,0.253,-4.146,1,0.174,143.965,4,0.837,2017-08-25
795,7GX5flRQZVHRAGd6B4TmDO,0.00264,0.732,182707,0.75,0.0,11,0.109,-6.366,0,0.231,155.096,4,0.401,2017-08-25
796,4atzZemOqIOfY3RNAyoUCr,0.0828,0.681,243267,0.705,0.0,11,0.325,-4.087,0,0.026,109.969,4,0.43,2017-08-25
797,369itlS8j94XNETwelNotd,0.627,0.579,194227,0.675,0.0,0,0.14,-4.978,1,0.0503,92.974,4,0.349,2017-08-25
798,5vFshmrfuOng89bVtW33J9,0.000799,0.358,244573,0.549,0.00503,11,0.22,-7.843,0,0.0693,130.733,4,0.533,2017-08-25
799,6yjjLcsfNqubWe5ecdTrd8,0.731,0.454,243977,0.455,0.00409,2,0.0738,-13.277,0,0.0703,106.403,4,0.539,2017-08-25
800,6X5jBkAFu7HE3jigdoVW3r,0.198,0.717,176236,0.859,0.0,0,0.13,-3.402,1,0.0344,118.97,4,0.703,2017-08-25
801,007QSAaELpVxtX5Z6dMn0U,0.0412,0.598,179000,0.95,0.0,1,0.664,-3.345,0,0.1,174.057,4,0.642,2017-08-27
802,5Z3GHaZ6ec9bsiI5BenrbY,0.199,0.798,202547,0.539,1.66e-05,1,0.165,-6.351,1,0.0421,136.949,4,0.394,2017-08-28
803,6uFsE1JgZ20EXyU0JQZbUR,0.213,0.773,211859,0.68,1.57e-05,9,0.122,-6.378,0,0.141,128.062,4,0.497,2017-08-29
804,5JEVbp6mX3umfQePbnN3sE,0.923,0.568,207531,0.276,4.25e-06,11,0.104,-6.72,1,0.0273,94.357,4,0.365,2017-08-29
805,7m9OqQk4RVRkw9JJdeAw96,0.469,0.872,119133,0.391,4.13e-06,0,0.297,-9.144,0,0.242,134.021,4,0.437,2017-08-30
806,4mxWSdf71VFO52qFeY0fZt,0.0767,0.795,199849,0.608,2.92e-06,5,0.0853,-5.222,0,0.0694,110.001,4,0.386,2017-08-31
807,6YVpU5vVxezJCYeQUxIkRT,0.0788,0.799,199849,0.597,5.66e-06,5,0.1,-5.131,0,0.0611,110.001,4,0.419,2017-09-01
808,6gxcySGdwlisjOUGYmJmB8,0.327,0.751,161684,0.643,3.54e-05,4,0.18,-4.703,0,0.0497,95.054,4,0.797,2017-09-01
809,7aF09WaavZAmAWuUeYxlYD,0.183,0.593,201257,0.868,0.0,1,0.365,-3.573,0,0.295,104.988,4,0.496,2017-09-01
810,1CgCByq2FZ0re09niAo6p2,0.79,0.701,198999,0.465,0.00314,8,0.29,-12.698,1,0.0652,143.993,4,0.642,2017-09-01
811,57p8CBvPOxrvyCbn6ttl5r,0.0079,0.653,234286,0.91,0.0,10,0.318,-3.36,1,0.0566,126.047,4,0.0921,2017-09-01
812,5aLvtKo9672scTVdEwXPTg,0.383,0.565,161266,0.83,0.0,0,0.154,-4.663,1,0.165,173.965,4,0.455,2017-09-02
813,1hnGRSqLdeLB7x7kdDuizq,0.293,0.749,165075,0.817,0.0,11,0.154,-5.61,0,0.0817,136.09,4,0.776,2017-09-02
814,19WjVVgXjdKXfLXoaDPwTM,0.0573,0.616,208198,0.77,0.0,2,0.159,-6.5,1,0.142,160.049,4,0.412,2017-09-03
815,0GZKxI1iCyGHLxHmCNUIgr,0.799,0.726,211280,0.479,0.0,8,0.176,-5.859,1,0.0398,130.11,4,0.545,2017-09-03
816,7zgqtptZvhf8GEmdsM2vp2,0.0665,0.615,208198,0.779,0.0,2,0.155,-6.454,1,0.135,160.0,4,0.453,2017-09-04
817,3YeY4NnyJENxOb0Pi1f3x7,0.799,0.726,211280,0.479,0.0,8,0.176,-5.859,1,0.0398,130.11,4,0.545,2017-09-04
818,7vgNGxchhqDQWjKjLPTPro,0.812,0.685,215938,0.648,0.0019,11,0.21,-3.536,0,0.149,122.599,4,0.389,2017-09-04
819,6875MeXyCW0wLyT72Eetmo,0.414,0.668,181933,0.613,0.0,4,0.102,-4.225,1,0.102,99.852,4,0.498,2017-09-04
820,04uZ473b5Y7syygehiQU7G,0.0676,0.714,157022,0.393,0.0,1,0.376,-6.804,1,0.508,130.026,4,0.695,2017-09-06
821,2AUvXXgYuNFJMCPdhxONfa,0.291,0.636,162011,0.47,0.000637,5,0.176,-2.504,0,0.245,86.76,3,0.643,2017-09-06
822,3e8bStwZIEmcql2KskqrCB,0.0827,0.626,188003,0.77,1.89e-05,1,0.0305,-1.784,1,0.118,86.73,5,0.316,2017-09-06
823,4MBS01zB5I96t3XcfkpKKm,0.0251,0.909,173584,0.63,0.000551,1,0.138,-3.131,0,0.0554,130.173,4,0.624,2017-09-06
