,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,date
43,5OOkp4U9P9oL23maHFHL1h,0.028,0.576,246761,0.766,1.68e-06,10,0.366,-4.943,0,0.449,144.833,4,0.236,2017-01-01
44,0prNGof3XqfTvNDxHonvdK,0.0285,0.573,230227,0.739,0.0,0,0.111,-5.74,1,0.129,97.085,4,0.451,2017-01-01
45,4TZy1wLyHec06pwgFYDh1a,0.137,0.469,208733,0.68,0.0,11,0.11,-4.921,0,0.117,147.734,4,0.374,2017-01-01
46,0utlOiJy2weVl9WTkcEWHy,0.358,0.894,216520,0.284,0.000487,11,0.11,-13.002,0,0.33,138.944,4,0.413,2017-01-01
47,14WWzenpaEgQZlqPq2nk4v,0.0752,0.725,219320,0.534,0.0,11,0.0919,-6.238,1,0.0946,91.974,4,0.558,2017-01-01
48,78rIJddV4X0HkNAInEcYde,0.0604,0.67,222041,0.838,0.000611,0,0.159,-4.031,1,0.0362,104.998,4,0.717,2017-01-01
49,6mapJIPnQ23RTAevUoE0DL,0.2,0.681,208120,0.314,9.82e-06,8,0.1,-9.319,1,0.0581,139.992,4,0.166,2017-01-01
50,4mU5iXHeLgbR94siF7p1sY,0.129,0.772,237573,0.504,0.0,6,0.125,-8.219,0,0.0761,140.035,4,0.244,2017-01-01
51,5hYTyyh2odQKphUbMqc5gN,0.157,0.314,175517,0.555,0.000108,9,0.067,-9.601,1,0.37,179.666,4,0.159,2017-01-01
52,4BHzQ9C00ceJxfG16AlNWb,0.0415,0.69,223080,0.524,3.16e-06,6,0.17,-8.39,0,0.103,164.023,4,0.562,2017-01-01
53,6nxQdXa1uAL0rY72wPZu89,0.591,0.488,210293,0.762,0.0,8,0.0763,-3.842,1,0.0865,123.889,4,0.709,2017-01-01
54,3hB5DgAiMAQ4DzYbsMq1IT,0.835,0.609,233720,0.378,0.0,4,0.28,-9.828,1,0.438,100.418,4,0.515,2017-01-01
55,1lItf5ZXJc1by9SbPeljFd,0.00381,0.807,144244,0.887,0.0,1,0.391,-3.892,1,0.275,160.517,4,0.78,2017-01-01
56,27GmP9AWRs744SzKcpJsTZ,0.0563,0.852,205879,0.553,0.0,1,0.332,-7.286,1,0.187,142.072,4,0.656,2017-01-01
57,4h90qkbnW1Qq6pBhoPvwko,0.147,0.542,231360,0.721,0.0,1,0.348,-5.136,0,0.0625,149.831,4,0.623,2017-01-01
58,3b0EOvScbZUc0qJx0E1L2z,0.29,0.639,176333,0.548,9.68e-05,8,0.366,-13.534,1,0.0394,98.359,4,0.887,2017-01-01
59,2aFiaMXmWsM3Vj72F9ksBl,0.156,0.774,219147,0.764,0.0,4,0.0383,-5.445,0,0.0518,118.997,4,0.912,2017-01-01
60,7EiZI6JVHllARrX9PUvAdX,0.337,0.722,313547,0.331,0.283,8,0.146,-7.789,1,0.0725,143.974,4,0.102,2017-01-01
61,6gBFPUFcJLzWGx4lenP6h2,0.0847,0.841,243837,0.728,0.0,7,0.149,-3.37,1,0.0484,130.049,4,0.43,2017-01-01
62,3kxfsdsCpFgN412fpnW85Y,0.172,0.745,326933,0.356,0.00943,1,0.123,-10.425,1,0.0941,160.033,4,0.607,2017-01-01
63,3EmmCZoqpWOTY1g2GBwJoR,0.00383,0.647,198774,0.932,1.5e-06,11,0.0574,-3.515,1,0.0824,114.991,4,0.374,2017-01-01
64,5ChkMS8OtdzJeqyybCc9R5,0.0236,0.92,293827,0.654,0.0158,11,0.0359,-3.051,0,0.0401,117.046,4,0.847,2017-01-01
65,5knuzwU65gJK7IF5yJsuaW,0.406,0.72,251088,0.763,0.0,9,0.18,-4.068,0,0.0523,101.965,4,0.742,2017-01-01
66,6AGON2BGdPmPMJGiiNuuwl,0.435,0.713,201667,0.419,2.87e-06,11,0.126,-10.668,1,0.356,91.634,4,0.253,2017-01-01
67,2Z8WuEywRWYTKe1NybPQEW,0.00835,0.645,214507,0.713,0.0,6,0.113,-5.355,1,0.0393,74.989,4,0.566,2017-01-01
68,2H3ZUSE54pST4ubRd5FzFR,0.482,0.669,151667,0.616,0.0,11,0.179,-10.776,0,0.033,130.037,4,0.818,2017-01-01
69,0B8QzDH7YWih85V5SEMnyJ,0.0541,0.795,198944,0.568,0.0,5,0.108,-7.817,0,0.142,136.173,4,0.478,2017-01-01
70,4dASQiO1Eoo3RJvt74FtXB,0.255,0.502,243491,0.786,0.0,9,0.65,-4.378,0,0.317,169.021,4,0.739,2017-01-01
71,62vpWI1CHwFy7tMIcSStl8,0.302,0.696,292987,0.521,0.0,10,0.0565,-8.465,0,0.332,100.0,4,0.458,2017-01-01
72,78sr3ogs4UzITcCNbXM9cM,0.0312,0.618,180520,0.727,0.0,3,0.196,-7.224,0,0.208,164.992,4,0.401,2017-01-01
73,6mICuAdrwEjh6Y6lroV2Kg,0.187,0.852,195840,0.773,3.05e-05,8,0.159,-2.921,0,0.0776,102.034,4,0.907,2017-01-01
74,7w87IxuO7BDcJ3YUqCyMTT,0.145,0.733,239600,0.71,0.115,5,0.0956,-5.849,0,0.0292,127.975,4,0.965,2017-01-01
75,1Bqxj0aH5KewYHKUg1IdrF,0.0705,0.586,222467,0.525,0.0,0,0.0729,-8.968,1,0.498,126.51,4,0.491,2017-01-01
76,5oyUurs28XRagLa8lgm6V3,0.0496,0.96,223093,0.547,0.0,6,0.216,-6.992,0,0.0786,121.01,4,0.186,2017-01-01
77,08WPvDEsHvTFuB9w8tC2OS,0.273,0.781,193181,0.57,0.0,11,0.196,-5.874,0,0.188,107.059,4,0.858,2017-01-01
78,17Fd6Yb7mSbinKG8LoWfFl,0.0353,0.663,197933,0.713,7.68e-06,7,0.0843,-6.647,0,0.112,101.965,4,0.69,2017-01-01
79,5b88tNINg4Q4nrRbrCXUmg,0.219,0.647,232720,0.822,0.0,5,0.0908,-4.662,0,0.183,160.019,4,0.962,2017-01-01
80,37F0uwRSrdzkBiuj0D5UHI,0.142,0.705,218880,0.505,0.0,8,0.164,-6.923,1,0.192,160.043,4,0.391,2017-01-01
81,1CnPYaKxTVb4LWOtiGOm0m,0.0584,0.617,217603,0.567,0.0,0,0.0933,-4.188,1,0.0828,90.246,4,0.505,2017-01-01
82,40yJGQyEaBbIkXpwMFkXip,0.366,0.762,243270,0.476,0.0,0,0.103,-12.686,1,0.114,130.007,4,0.375,2017-01-01
83,1kusepF3AacIEtUTYrw4GV,0.0277,0.457,203760,0.854,9.62e-05,2,0.731,-6.2,1,0.265,172.231,4,0.485,2017-01-01
84,3CRDbSIZ4r5MsZ0YwxuEkn,0.0462,0.734,202333,0.637,2.29e-05,4,0.0602,-5.677,0,0.141,169.977,4,0.648,2017-01-01
85,2dOTkLZFbpNXrhc24CnTFd,0.0682,0.602,245053,0.796,0.12,0,0.15,-3.657,0,0.103,126.06,4,0.265,2017-01-01
86,1AhDOtG9vPSOmsWgNW0BEY,0.271,0.414,354320,0.404,0.0,0,0.3,-9.928,0,0.0499,71.105,4,0.224,2017-01-01
87,6eT7xZZlB2mwyzJ2sUKG6w,0.233,0.675,256533,0.562,0.0,7,0.0816,-7.678,1,0.0352,130.098,4,0.309,2017-01-01
88,4b4KcovePX8Ke2cLIQTLM0,0.0038,0.544,197640,0.809,0.0,8,0.323,-5.098,1,0.0363,145.017,4,0.448,2017-01-01
89,2wDjpPW3HZdA9quPPmZAMu,0.494,0.42,215670,0.636,0.0,10,0.122,-7.216,1,0.22,156.104,5,0.784,2017-01-01
90,40YcuQysJ0KlGQTeGUosTC,0.0186,0.757,251467,0.672,0.0,0,0.158,-6.524,0,0.0955,111.996,4,0.382,2017-01-01
91,7vRriwrloYVaoAe3a9wJHe,0.687,0.492,251034,0.275,0.0,6,0.101,-13.4,0,0.3,92.6,4,0.18,2017-01-01
92,0BU7nIcCZxYSE0hYcc5oZz,0.0237,0.665,196336,0.706,0.0,8,0.112,-6.859,0,0.0958,147.067,4,0.632,2017-01-01
93,2aksifNn5ph8igDOkPBA02,0.0717,0.509,224000,0.637,1.08e-05,4,0.0789,-4.83,0,0.0471,172.006,3,0.378,2017-01-01
94,3pjUyVbFmM96tYhSaKJwTt,0.642,0.58,331480,0.519,0.00116,11,0.0936,-10.653,0,0.251,107.401,4,0.242,2017-01-01
95,3pXF1nA74528Edde4of9CC,0.222,0.765,198293,0.356,0.0,11,0.0963,-5.556,0,0.196,97.001,4,0.19,2017-01-01
96,6HEIBHUirx1J0JkUD24szt,0.66,0.8,139674,0.297,0.000111,0,0.105,-13.1,0,0.407,140.051,4,0.213,2017-01-01
97,0qRR9d89hIS0MHRkQ0ejxX,0.461,0.573,142787,0.683,0.0,5,0.0935,-6.644,1,0.176,169.519,4,0.817,2017-01-01
98,4uhvMW7ly7tJil31YYscAN,0.694,0.705,199993,0.609,0.0,3,0.234,-5.728,1,0.0729,140.058,4,0.718,2017-01-01
99,12REd1n8PeiHHWOh066tpr,0.436,0.494,233337,0.559,0.0,0,0.164,-5.445,1,0.0565,119.247,4,0.264,2017-01-01
100,7aV2mflaASUmGhCErm7kBO,0.0707,0.707,167038,0.883,0.0,0,0.23,-4.281,1,0.0602,106.031,4,0.541,2017-01-01
101,6WhzFzROw3aq3rPWjgYlxr,0.615,0.6,225882,0.412,0.0025,8,0.134,-9.343,1,0.344,113.049,5,0.408,2017-01-01
102,43PuMrRfbyyuz4QpZ3oAwN,0.108,0.53,194613,0.433,0.0,6,0.135,-10.598,1,0.185,160.14,4,0.274,2017-01-01
103,3bidbhpOYeV4knp8AIu8Xn,0.0291,0.641,258343,0.922,0.0,2,0.0862,-4.457,1,0.0786,146.078,4,0.847,2017-01-01
104,4o6BgsqLIBViaGVbx5rbRk,0.234,0.751,190627,0.501,0.112,5,0.0467,-12.151,1,0.0552,167.058,4,0.902,2017-01-01
105,2LBqCSwhJGcFQeTHMVGwy3,0.111,0.586,260253,0.525,0.0,1,0.134,-7.163,0,0.0615,133.629,4,0.508,2017-01-01
106,2xbI8Vmyv3TkpTdywpPyNw,0.114,0.638,245604,0.6,0.0,1,0.187,-5.84,0,0.0438,101.981,4,0.0399,2017-01-01
107,3E2Zh20GDCR9B1EYjfXWyv,0.137,0.673,201160,0.637,0.0,5,0.184,-4.518,1,0.0429,123.98,4,0.678,2017-01-01
108,1wZqJM5FGDEl3FjHDxDyQd,0.0511,0.717,235477,0.347,2.43e-06,11,0.087,-10.265,0,0.0636,84.987,4,0.0589,2017-01-01
109,4Z1fbYp0HuxLBje4MOZcSD,0.641,0.482,155227,0.849,7.74e-06,2,0.0414,-9.198,1,0.0452,124.631,4,0.937,2017-01-01
110,2BrzlUj1u1CtvaJDGIKpsP,0.592,0.588,242081,0.471,0.00146,0,0.0733,-7.287,1,0.0577,152.881,4,0.209,2017-01-01
111,34oWbFBfGEElvgO0a5c9V4,0.0673,0.943,165291,0.595,0.0,5,0.0839,-8.372,0,0.191,117.532,4,0.815,2017-01-01
112,4KW1lqgSr8TKrvBII0Brf8,0.142,0.714,135920,0.566,1.25e-06,7,0.57,-4.408,1,0.056,113.074,4,0.449,2017-01-01
113,5rgy6ghBq1eRApCkeUdJXf,0.02,0.378,250627,0.638,7.66e-05,10,0.0849,-5.576,1,0.075,184.086,4,0.735,2017-01-01
114,7s25THrKz86DM225dOYwnr,0.164,0.805,147600,0.558,2.2e-05,0,0.0546,-5.226,1,0.041,114.95,4,0.965,2017-01-01
115,5J5PXmMdQ2nh1lZOal8KmK,0.0451,0.592,280615,0.701,0.0,10,0.327,-4.014,0,0.0858,129.501,4,0.282,2017-01-01
116,3a1lNhkSLSkpJE4MSHpDu9,0.215,0.63,220293,0.804,0.0,6,0.253,-4.183,1,0.0363,123.146,4,0.492,2017-01-01
117,68EMU2RD1ECNeOeJ5qAXCV,0.621,0.728,217707,0.563,0.0,1,0.179,-8.053,0,0.134,100.017,4,0.352,2017-01-01
118,5lXcSvHRVjQJ3LB2rLKQog,0.0887,0.65,239120,0.658,0.00403,10,0.0526,-10.908,0,0.085,100.541,4,0.883,2017-01-01
119,69bp2EbF7Q2rqc5N3ylezZ,0.0797,0.654,200787,0.76,0.0,0,0.299,-3.669,0,0.045,99.945,4,0.41,2017-01-01
120,7zBPzAjKAqQpcv8F8GCq5s,0.0542,0.779,153429,0.455,0.0,1,0.177,-15.025,1,0.28,140.181,4,0.197,2017-01-01
121,1WRy5l3TwrwlzNmB5bOeKw,0.215,0.724,212947,0.456,2.41e-06,7,0.105,-10.009,1,0.127,133.051,4,0.0481,2017-01-01
122,0hNduWmlWmEmuwEFcYvRu1,0.729,0.783,237793,0.467,0.809,6,0.109,-9.474,1,0.0503,90.838,4,0.236,2017-01-01
123,3M5eeHXgG4VplKNcsBC8Dj,0.0514,0.67,160500,0.619,0.0,0,0.0492,-10.365,0,0.0323,108.826,4,0.807,2017-01-01
124,0qxYx4F3vm1AOnfux6dDxP,0.182,0.776,280000,0.763,0.0065,5,0.077,-8.124,1,0.0535,128.433,4,0.82,2017-01-01
125,0Fv5N0cHBsl4bzCbollCAS,0.0541,0.789,142907,0.53,0.0,2,0.164,-6.2,1,0.293,75.515,4,0.367,2017-01-01
126,0KKkJNfGyhkQ5aFogxQAPU,0.013,0.853,206693,0.56,0.0,1,0.0944,-4.961,1,0.0406,134.066,4,0.86,2017-01-01
127,25khomWgBVamSdKw7hzm3l,0.0861,0.356,242253,0.567,0.0,0,0.137,-7.011,0,0.0798,135.553,5,0.109,2017-01-01
128,2FBUoWkIuQXwayw2RNo5l6,0.00347,0.903,267067,0.62,0.000119,2,0.0504,-8.094,1,0.0587,134.96,4,0.539,2017-01-01
129,5wQRNkb7OhzJoT1P0OZ4Rw,0.389,0.672,221333,0.386,0.0,0,0.0838,-9.715,1,0.264,90.082,4,0.529,2017-01-01
130,6O6M7pJLABmfBRoGZMu76Y,0.0361,0.716,225800,0.806,0.00413,4,0.244,-7.602,1,0.0466,100.033,4,0.347,2017-01-01
131,0H8XeaJunhvpBdBFIYi6Sh,0.0931,0.62,234213,0.69,0.0,7,0.131,-6.508,1,0.0493,133.935,4,0.331,2017-01-01
132,0B8B8cVRFIG1yznoQe7c9s,0.017,0.627,247427,0.717,0.0,8,0.261,-5.751,0,0.0376,105.05,4,0.561,2017-01-01
133,5T8EDUDqKcs6OSOwEsfqG7,0.0475,0.559,209413,0.868,0.000176,5,0.776,-5.276,1,0.17,156.295,4,0.609,2017-01-01
134,2SiXAy7TuUkycRVbbWDEpo,0.00287,0.532,210173,0.767,0.000513,7,0.39,-5.509,1,0.0574,127.361,4,0.755,2017-01-01
135,6v3xCVgM73PGb0JIlF264a,0.0211,0.701,284427,0.748,0.0125,10,0.147,-8.179,0,0.0333,103.559,4,0.917,2017-01-01
136,7zTx8ePYAmPFQuxP3xlXZn,0.0857,0.57,239853,0.763,2.49e-06,1,0.0932,-4.137,1,0.0573,150.088,4,0.43,2017-01-01
137,5lA3pwMkBdd24StM90QrNR,0.23,0.888,238733,0.815,0.000424,11,0.127,-4.909,0,0.0404,127.273,4,0.961,2017-01-01
138,19a3JfW8BQwqHWUMbcqSx8,0.0602,0.474,196040,0.741,0.0,6,0.115,-3.69,1,0.111,174.1,4,0.402,2017-01-01
139,3yrSvpt2l1xhsV9Em88Pul,0.182,0.491,183307,0.583,0.0,7,0.407,-10.964,1,0.0376,150.572,4,0.907,2017-01-01
140,20I6sIOMTCkB6w7ryavxtO,0.0162,0.782,193400,0.6,1.81e-06,7,0.108,-6.532,1,0.0416,120.05,4,0.612,2017-01-01
141,4vb4mFvYsr2h6enhjJsq9Y,0.0189,0.596,240427,0.838,1.54e-05,5,0.108,-6.52,0,0.0704,94.982,4,0.472,2017-01-01
142,3NJG6vMH1ZsectZkocMEm0,0.174,0.602,239853,0.725,0.0,6,0.0786,-3.054,1,0.0393,122.803,4,0.304,2017-01-01
143,6Knv6wdA0luoMUuuoYi2i1,0.0215,0.688,192191,0.702,0.0,7,0.128,-4.792,0,0.0499,94.006,4,0.74,2017-01-01
144,4sQMalN597HdggTu196aL0,0.0668,0.598,262521,0.532,3.22e-06,3,0.0617,-6.833,0,0.0295,74.963,4,0.261,2017-01-01
145,6JyuJFedEvPmdWQW0PkbGJ,0.0019,0.457,215510,0.899,0.0,10,0.831,-2.591,0,0.132,147.268,4,0.298,2017-01-01
146,3DX4Y0egvc0slLcLl31h2p,0.0155,0.665,265600,0.771,9.6e-06,0,0.46,-5.779,1,0.0533,109.948,4,0.764,2017-01-01
147,7129iqBafaphfc3WPCGC0L,0.29,0.742,237300,0.479,0.0,10,0.391,-5.83,1,0.0551,119.951,4,0.346,2017-01-01
148,6RrXd9Hph4hYR4bf3dbM6H,0.635,0.572,165000,0.418,0.0,0,0.0961,-10.738,1,0.0349,104.566,4,0.694,2017-01-01
149,7EOYLyD4pP4YJVgoVeKUQ1,0.000972,0.707,206413,0.924,0.00703,7,0.204,-2.842,1,0.031,127.937,4,0.919,2017-01-01
150,1wHZx0LgzFHyeIZkUydNXq,0.00767,0.713,262693,0.526,0.000148,1,0.124,-5.046,1,0.032,131.05,4,0.131,2017-01-01
151,6i759FCuKx713ZnYjtpQGU,0.284,0.616,206027,0.424,0.0,1,0.173,-8.237,1,0.251,76.676,4,0.582,2017-01-01
152,6JjEVlMkfHWMeYavkEYzNO,0.0213,0.798,193911,0.568,0.0,5,0.0586,-9.072,0,0.135,148.88,3,0.45,2017-01-01
153,2XMTqoHHSH0lvuXrvIEdco,0.0398,0.683,237707,0.708,0.155,5,0.686,-6.244,0,0.0305,92.991,4,0.355,2017-01-01
154,4Q4jmPHwu0wrJvqrld0FQ6,0.0853,0.486,226720,0.713,0.0,2,0.0839,-3.949,0,0.0524,121.028,4,0.297,2017-01-01
155,0PDUDa38GO8lMxLCRc4lL1,0.117,0.584,202747,0.7,0.0,11,0.0939,-4.275,1,0.0456,124.944,4,0.438,2017-01-01
156,2KpCpk6HjXXLb7nnXoXA5O,0.0763,0.757,219320,0.882,0.0,1,0.251,-6.125,1,0.248,140.047,4,0.684,2017-01-01
157,2HzfRSfCogBSsgW2CckVA2,0.0845,0.422,248387,0.852,0.0,6,0.0687,-3.546,1,0.208,82.914,4,0.666,2017-01-01
158,4scpF6J5uMBvoh6sFB7EL1,0.013,0.888,200080,0.483,4.85e-06,6,0.0926,-7.797,1,0.154,125.008,4,0.226,2017-01-01
159,6BbINUfGabVyiNFJpQXn3x,0.00191,0.718,173347,0.679,0.0104,11,0.385,-5.899,0,0.0706,157.97,4,0.205,2017-01-01
160,3y9cCbnBn0zjkJa2YkOj70,0.0734,0.803,254080,0.585,2.87e-05,0,0.201,-5.39,1,0.087,146.02,4,0.241,2017-01-01
161,376KnY4TrgBITxjlnbnmIy,0.135,0.875,222600,0.673,0.0,7,0.292,-4.184,1,0.0932,130.0,4,0.231,2017-01-01
162,3pndPhlQWjuSoXhcIIdBjv,0.484,0.71,165853,0.404,0.0,1,0.0953,-10.04,0,0.379,139.553,4,0.398,2017-01-01
163,36YCdzT57us0LhDmCYtrNE,0.0132,0.737,232880,0.885,0.0,9,0.0821,-5.547,0,0.206,112.877,4,0.752,2017-01-01
164,16Ah4QqH4mgYVXqfC4mdSd,0.0108,0.539,228640,0.528,0.0,11,0.117,-8.113,0,0.252,190.169,4,0.252,2017-01-01
165,1OAiWI2oPmglaOiv9fdioU,0.00868,0.565,212647,0.849,4.68e-06,0,0.12,-3.516,0,0.0517,102.034,4,0.427,2017-01-01
166,0PJIbOdMs3bd5AT8liULMQ,0.192,0.715,238320,0.703,0.0,5,0.113,-3.825,1,0.0503,119.749,4,0.596,2017-01-01
167,1vvNmPOiUuyCbgWmtc6yfm,0.0935,0.819,219160,0.913,3.72e-05,4,0.161,-3.059,0,0.0427,119.989,4,0.536,2017-01-01
168,5uQOauh47VFt3B2kV9kRXw,0.244,0.812,128157,0.621,0.0,5,0.099,-8.3,1,0.0515,77.998,4,0.847,2017-01-01
169,433P7tDcIAi6NLnf4Sh6tI,0.0237,0.836,189853,0.439,0.0,0,0.617,-9.628,1,0.148,133.937,3,0.241,2017-01-01
170,4QdovcM8j50QPlyR7tH4xe,0.0398,0.693,218480,0.65,0.0,1,0.186,-8.376,1,0.192,85.026,4,0.663,2017-01-01
171,39shmbIHICJ2Wxnk1fPSdz,0.079,0.742,188987,0.833,0.0,2,0.384,-6.463,1,0.115,113.375,4,0.816,2017-01-01
172,40UroIGvsMPLPBYwH8rMNA,0.153,0.779,177095,0.671,1.12e-05,9,0.115,-5.829,1,0.0814,104.953,4,0.718,2017-01-01
173,0L7loeTIg6akW84aEQZpCT,0.0375,0.746,166138,0.877,0.000833,9,0.233,-3.782,0,0.0666,107.985,4,0.751,2017-01-01
174,1aj4GXfmEYXfdVZohCpNKu,0.279,0.883,172333,0.464,1.51e-05,10,0.0744,-11.251,1,0.0591,111.548,4,0.925,2017-01-01
175,2d8JP84HNLKhmd6IYOoupQ,0.0244,0.746,222093,0.873,0.0,7,0.354,-3.803,1,0.128,148.075,4,0.817,2017-01-01
